session,species,size_bin,SVC_abundance,prey_abundance,pred_abundance,size_bin_lengths
168,redband parrotfish,2,0,7,0,6.506205
168,redband parrotfish,4,0,2,0,16.60974
168,roughhead blenny,1,0,6,0,3.265599
168,schoolmaster snapper,4,0,1,0,16.60974
168,sharpnose puffer,1,0,1,0,3.265599
168,spotfin butterflyfish,3,0,1,0,11.40044
168,stoplight parrotfish,2,0,7,0,6.506205
168,stoplight parrotfish,3,0,1,0,11.40044
168,stoplight parrotfish,4,0,1,0,16.60974
168,threespot damselfish,2,0,3,0,6.506205
168,white grunt,4,0,4,0,16.60974
168,white grunt,5,0,2,0,22.657
168,yellowtail snapper,3,0,1,0,11.40044
168,black grouper,4,0,0,1,16.60974
168,black grouper,6,0,0,1,42.62977
168,gag grouper,6,0,0,1,42.62977
168,green moray,6,0,0,1,42.62977
168,lionfish,5,0,0,2,22.657
168,lionfish,6,0,0,1,42.62977
168,spotted moray,6,0,0,1,42.62977
169,cocoa damselfish,2,2,0,0,6.506205
169,foureye butterflyfish,1,1,2,0,3.265599
169,french grunt,2,3,55,0,6.506205
169,blue tang,3,3,0,0,11.40044
169,white grunt,2,5.25,19,0,6.506205
169,striped parrotfish,1,5.5,17,0,3.265599
169,gray snapper,5,1.25,4,0,22.657
169,sergeant major,1,1.25,8,0,3.265599
169,bluestriped grunt,5,6,6,0,22.657
169,stoplight parrotfish,2,1,13,0,6.506205
169,black grouper,3,1,0,0,11.40044
169,queen angelfish,2,1,2,0,6.506205
169,blue parrotfish,2,1,2,0,6.506205
169,porkfish,3,1,0,0,11.40044
169,doctorfish,3,1,1,0,11.40044
169,spotfin butterflyfish,4,1,0,0,16.60974
169,redband parrotfish,3,1,0,0,11.40044
169,ocean surgeonfish,2,1,2,0,6.506205
169,bluehead wrasse,3,1,0,0,11.40044
169,balloonfish,5,1,0,0,22.657
169,gag grouper,6,1,0,2,42.62977
169,foureye butterflyfish,2,2,4,0,6.506205
169,striped parrotfish,2,15.5,99,0,6.506205
169,gray snapper,6,3.75,0,0,42.62977
169,sergeant major,2,3.75,8,0,6.506205
169,white grunt,4,0.75,4,0,16.60974
169,blue tang,4,1,0,0,16.60974
169,white grunt,6,1,0,0,42.62977
169,striped parrotfish,3,1,3,0,11.40044
169,atlantic spadefish,5,0,1,0,22.657
169,beaugregory,1,0,16,0,3.265599
169,beaugregory,2,0,63,0,6.506205
169,bicolor damselfish,1,0,3,0,3.265599
169,bluestriped grunt,4,0,3,0,16.60974
169,bridled goby,1,0,12,0,3.265599
169,bridled goby,2,0,23,0,6.506205
169,butter hamlet,2,0,3,0,6.506205
169,colon goby,2,0,1,0,6.506205
169,doctorfish,2,0,1,0,6.506205
169,dusky damselfish,2,0,1,0,6.506205
169,french angelfish,4,0,1,0,16.60974
169,french grunt,1,0,5,0,3.265599
169,goldspot goby,2,0,16,0,6.506205
169,gray angelfish,4,0,1,0,16.60974
169,gray snapper,2,0,1,0,6.506205
169,green moray,6,0,1,0,42.62977
169,hogfish,4,0,1,0,16.60974
169,neon goby,2,0,1,0,6.506205
169,ocean surgeonfish,3,0,1,0,11.40044
169,queen angelfish,1,0,1,0,3.265599
169,red grouper,5,0,1,0,22.657
169,red grouper,6,0,2,4,42.62977
169,redband parrotfish,2,0,10,0,6.506205
169,spotfin butterflyfish,3,0,4,0,11.40044
169,spotted moray,6,0,1,0,42.62977
169,stoplight parrotfish,1,0,2,0,3.265599
169,stoplight parrotfish,3,0,1,0,11.40044
169,threespot damselfish,2,0,4,0,6.506205
169,tomtate,1,0,111,0,3.265599
169,tomtate,2,0,157,0,6.506205
169,white grunt,1,0,4,0,3.265599
169,white grunt,5,0,42,0,22.657
169,yellowhead wrasse,4,0,1,0,16.60974
169,black grouper,5,0,0,1,22.657
169,black grouper,6,0,0,2,42.62977
169,lionfish,5,0,0,1,22.657
170,gray snapper,5,1,12,0,22.657
170,cocoa damselfish,2,2,0,0,6.506205
170,yellowtail snapper,3,2,4,0,11.40044
170,french grunt,2,2,8,0,6.506205
170,redband parrotfish,1,1,1,0,3.265599
170,white grunt,2,12,104,0,6.506205
170,bluestriped grunt,2,1.25,1,0,6.506205
170,bluehead wrasse,3,1,1,0,11.40044
170,ocean surgeonfish,3,1,0,0,11.40044
170,stoplight parrotfish,3,1,0,0,11.40044
170,foureye butterflyfish,2,1,1,0,6.506205
170,gray angelfish,4,1,1,0,16.60974
170,butter hamlet,2,1,1,0,6.506205
170,blue tang,4,1,3,0,16.60974
170,slippery dick,2,1,3,0,6.506205
170,striped parrotfish,2,1,42,0,6.506205
170,goldspot goby,2,1,10,0,6.506205
170,rainbow parrotfish,6,1,0,0,42.62977
170,colon goby,1,1,0,0,3.265599
170,hogfish,6,1,0,0,42.62977
170,blue angelfish,6,1,0,0,42.62977
170,trumpetfish,6,1,1,0,42.62977
170,balloonfish,5,1,0,0,22.657
170,redband parrotfish,2,2,20,0,6.506205
170,white grunt,3,36,12,0,11.40044
170,bluestriped grunt,3,2.75,0,0,11.40044
170,gray snapper,6,1,1,0,42.62977
170,bluestriped grunt,4,1,11,0,16.60974
170,balloonfish,4,0,1,0,16.60974
170,beaugregory,1,0,1,0,3.265599
170,beaugregory,2,0,22,0,6.506205
170,bicolor damselfish,1,0,1,0,3.265599
170,bicolor damselfish,2,0,1,0,6.506205
170,blue hamlet,2,0,2,0,6.506205
170,bluehead wrasse,2,0,1,0,6.506205
170,bluestriped grunt,5,0,8,0,22.657
170,bridled goby,1,0,2,0,3.265599
170,bridled goby,2,0,4,0,6.506205
170,doctorfish,5,0,1,0,22.657
170,dusky damselfish,2,0,1,0,6.506205
170,french grunt,1,0,1,0,3.265599
170,french grunt,3,0,2,0,11.40044
170,french grunt,4,0,2,0,16.60974
170,gag grouper,6,0,1,2,42.62977
170,goldspot goby,1,0,1,0,3.265599
170,gray snapper,3,0,1,0,11.40044
170,gray snapper,4,0,6,0,16.60974
170,highhat,3,0,1,0,11.40044
170,hogfish,5,0,2,0,22.657
170,neon goby,2,0,1,0,6.506205
170,porkfish,3,0,1,0,11.40044
170,queen angelfish,2,0,1,0,6.506205
170,red grouper,6,0,1,1,42.62977
170,redband parrotfish,3,0,4,0,11.40044
170,redband parrotfish,4,0,2,0,16.60974
170,roughhead blenny,1,0,8,0,3.265599
170,saucereye porgy,4,0,1,0,16.60974
170,sergeant major,2,0,1,0,6.506205
170,sharpnose puffer,2,0,1,0,6.506205
170,slippery dick,3,0,1,0,11.40044
170,spotfin butterflyfish,2,0,1,0,6.506205
170,spotfin butterflyfish,3,0,1,0,11.40044
170,spotted moray,6,0,1,0,42.62977
170,stoplight parrotfish,1,0,6,0,3.265599
170,stoplight parrotfish,2,0,8,0,6.506205
170,striped parrotfish,1,0,11,0,3.265599
170,threespot damselfish,1,0,1,0,3.265599
170,threespot damselfish,2,0,1,0,6.506205
170,tomtate,1,0,300,0,3.265599
170,tomtate,2,0,36,0,6.506205
170,white grunt,4,0,38,0,16.60974
170,white grunt,5,0,12,0,22.657
171,rock beauty,3,1,0,0,11.40044
171,blue tang,3,2,0,0,11.40044
171,reef butterflyfish,3,2,0,0,11.40044
171,sharpnose puffer,1,2,7,0,3.265599
171,greenblotch parrotfish,1,2,8,0,3.265599
171,creole wrasse,1,1,0,0,3.265599
171,blue chromis,2,14,3,0,6.506205
171,bicolor damselfish,1,10.75,36,0,3.265599
171,ocean surgeonfish,3,1,0,0,11.40044
171,redband parrotfish,1,2.5,14,0,3.265599
171,striped parrotfish,1,3.5,17,0,3.265599
171,yellowhead wrasse,2,5,34,0,6.506205
171,bluehead wrasse,1,8,29,0,3.265599
171,masked goby,1,46,66,0,3.265599
171,scad sp.,3,297,0,0,11.40044
171,ocean surgeonfish,4,5,9,0,16.60974
171,white grunt,6,1,0,0,42.62977
171,butter hamlet,2,1,1,0,6.506205
171,barred hamlet,2,1,0,0,6.506205
171,brown chromis,2,1,0,0,6.506205
171,clown wrasse,2,1,8,0,6.506205
171,cocoa damselfish,2,1,0,0,6.506205
171,redtail parrotfish,6,1,0,0,42.62977
171,barracuda,6,1,1,0,42.62977
171,bar jack,4,1,0,0,16.60974
171,mutton snapper,6,1,0,1,42.62977
171,spanish hogfish,6,1,0,0,42.62977
171,harlequin bass,2,1,3,0,6.506205
171,french grunt,4,1,0,0,16.60974
171,foureye butterflyfish,2,1,2,0,6.506205
171,stoplight parrotfish,2,1,3,0,6.506205
171,graysby,4,1,0,2,16.60974
171,princess parrotfish,1,1,0,0,3.265599
171,creole wrasse,2,2,0,0,6.506205
171,bicolor damselfish,2,32.25,66,0,6.506205
171,redband parrotfish,2,5,18,0,6.506205
171,striped parrotfish,2,10.5,16,0,6.506205
171,bluehead wrasse,2,23,103,0,6.506205
171,redband parrotfish,3,1.5,1,0,11.40044
171,rock beauty,5,1,0,0,22.657
171,blue chromis,3,1,2,0,11.40044
171,redband parrotfish,4,1,1,0,16.60974
171,yellowhead wrasse,3,1,5,0,11.40044
171,bluehead wrasse,3,1,7,0,11.40044
171,scad sp.,4,3,0,0,16.60974
171,beaugregory,2,0,1,0,6.506205
171,blue tang,4,0,1,0,16.60974
171,bluelip parrotfish,2,0,1,0,6.506205
171,bridled goby,1,0,13,0,3.265599
171,bridled goby,2,0,11,0,6.506205
171,clown wrasse,3,0,3,0,11.40044
171,colon goby,1,0,2,0,3.265599
171,goldspot goby,1,0,15,0,3.265599
171,goldspot goby,2,0,12,0,6.506205
171,greenblotch parrotfish,2,0,10,0,6.506205
171,longfin damselfish,2,0,1,0,6.506205
171,ocean surgeonfish,5,0,1,0,22.657
171,pallid goby,1,0,1,0,3.265599
171,pallid goby,2,0,1,0,6.506205
171,redband parrotfish,5,0,1,0,22.657
171,roughhead blenny,1,0,3,0,3.265599
171,round scad,3,0,22,0,11.40044
171,round scad,4,0,8,0,16.60974
171,sharpnose puffer,2,0,5,0,6.506205
171,slippery dick,2,0,1,0,6.506205
171,stoplight parrotfish,1,0,3,0,3.265599
171,yellowhead wrasse,1,0,7,0,3.265599
171,yellowhead wrasse,4,0,1,0,16.60974
171,black grouper,6,0,0,1,42.62977
171,graysby,5,0,0,1,22.657
171,spotted moray,6,0,0,1,42.62977
172,bluelip parrotfish,1,2,4,0,3.265599
172,yellowhead wrasse,1,1,2,0,3.265599
172,yellowhead jawfish,2,2,0,0,6.506205
172,spotfin butterflyfish,3,2,0,0,11.40044
172,reef butterflyfish,2,2,0,0,6.506205
172,striped parrotfish,2,2,16,0,6.506205
172,rock beauty,3,1,0,0,11.40044
172,greenblotch parrotfish,2,2,15,0,6.506205
172,ocean surgeonfish,2,1,0,0,6.506205
172,sharpnose puffer,1,3.75,7,0,3.265599
172,bicolor damselfish,1,8,41,0,3.265599
172,blue chromis,2,5,11,0,6.506205
172,redband parrotfish,1,1.75,16,0,3.265599
172,bluehead wrasse,3,1,9,0,11.40044
172,butter hamlet,2,1,2,0,6.506205
172,harlequin bass,2,1,7,0,6.506205
172,blue tang,4,1,0,0,16.60974
172,white grunt,5,1,0,0,22.657
172,hogfish,6,1,0,0,42.62977
172,coney,5,1,0,0,22.657
172,stoplight parrotfish,3,1,0,0,11.40044
172,spotted goatfish,4,1,0,0,16.60974
172,foureye butterflyfish,2,1,0,0,6.506205
172,graysby,4,1,0,0,16.60974
172,clown wrasse,2,1,2,0,6.506205
172,gray angelfish,6,1,0,0,42.62977
172,ocean surgeonfish,3,3,1,0,11.40044
172,bicolor damselfish,2,24,44,0,6.506205
172,redband parrotfish,2,4.25,16,0,6.506205
172,sharpnose puffer,2,1.25,1,0,6.506205
172,yellowhead wrasse,3,1,5,0,11.40044
172,rock beauty,5,1,0,0,22.657
172,greenblotch parrotfish,3,1,0,0,11.40044
172,redband parrotfish,3,1,6,0,11.40044
172,blue chromis,3,0,1,0,11.40044
172,bluehead wrasse,1,0,10,0,3.265599
172,bluehead wrasse,2,0,133,0,6.506205
172,bluelip parrotfish,2,0,3,0,6.506205
172,bridled goby,1,0,19,0,3.265599
172,bridled goby,2,0,16,0,6.506205
172,colon goby,1,0,6,0,3.265599
172,colon goby,2,0,1,0,6.506205
172,doctorfish,5,0,1,0,22.657
172,goldspot goby,1,0,30,0,3.265599
172,goldspot goby,2,0,18,0,6.506205
172,graysby,3,0,1,0,11.40044
172,greenblotch parrotfish,1,0,14,0,3.265599
172,hogfish,5,0,1,0,22.657
172,lantern bass,2,0,1,0,6.506205
172,masked goby,1,0,1,0,3.265599
172,ocean surgeonfish,4,0,2,0,16.60974
172,pallid goby,1,0,3,0,3.265599
172,pallid goby,2,0,3,0,6.506205
172,redband parrotfish,4,0,2,0,16.60974
172,redband parrotfish,5,0,1,0,22.657
172,spotted scorpionfish,5,0,1,0,22.657
172,stoplight parrotfish,2,0,1,0,6.506205
172,striped grunt,3,0,17,0,11.40044
172,striped parrotfish,1,0,2,0,3.265599
172,yellowhead wrasse,2,0,38,0,6.506205
172,yellowhead wrasse,4,0,1,0,16.60974
172,black grouper,6,0,0,1,42.62977
172,coney,6,0,0,1,42.62977
172,graysby,5,0,0,3,22.657
172,graysby,6,0,0,3,42.62977
172,mutton snapper,6,0,0,1,42.62977
172,red hind,6,0,0,1,42.62977
173,graysby,4,1,6,4,16.60974
173,french grunt,4,2,8,0,16.60974
173,rock beauty,3,2,0,0,11.40044
173,greenblotch parrotfish,1,1,5,0,3.265599
173,foureye butterflyfish,2,2,2,0,6.506205
173,sharpnose puffer,1,3,19,0,3.265599
173,ocean surgeonfish,3,1,1,0,11.40044
173,yellowhead wrasse,1,2.25,9,0,3.265599
173,redband parrotfish,1,1,15,0,3.265599
173,bluehead wrasse,1,5.25,58,0,3.265599
173,striped parrotfish,2,2.75,59,0,6.506205
173,bicolor damselfish,1,12.75,29,0,3.265599
173,blue chromis,2,8,25,0,6.506205
173,bar jack,4,1.75,0,0,16.60974
173,masked goby,1,140,1990,0,3.265599
173,creole wrasse,3,148.5,0,0,11.40044
173,redband parrotfish,2,5.75,30,0,6.506205
173,harlequin bass,2,1,7,0,6.506205
173,cocoa damselfish,2,1,0,0,6.506205
173,clown wrasse,2,1,0,0,6.506205
173,spotted goatfish,4,1,1,0,16.60974
173,butter hamlet,3,1,4,0,11.40044
173,blue tang,3,1,0,0,11.40044
173,black hamlet,2,1,0,0,6.506205
173,brown chromis,2,1,0,0,6.506205
173,princess parrotfish,6,1,0,0,42.62977
173,french angelfish,6,1,0,0,42.62977
173,reef butterflyfish,2,1,0,0,6.506205
173,smooth trunkfish,5,1,0,0,22.657
173,banded butterflyfish,3,1,0,0,11.40044
173,mutton snapper,6,1,1,1,42.62977
173,spanish hogfish,3,1,0,0,11.40044
173,red grouper,6,1,1,0,42.62977
173,gray angelfish,6,1,0,0,42.62977
173,doctorfish,3,1,0,0,11.40044
173,white grunt,5,1,0,0,22.657
173,cero,6,1,0,0,42.62977
173,yellowtail snapper,3,1,1,0,11.40044
173,ocean surgeonfish,4,3,2,0,16.60974
173,yellowhead wrasse,2,5.75,23,0,6.506205
173,bluehead wrasse,2,14.75,96,0,6.506205
173,striped parrotfish,3,8.25,8,0,11.40044
173,bicolor damselfish,2,38.25,91,0,6.506205
173,bar jack,5,5.25,0,0,22.657
173,redband parrotfish,3,1.25,1,0,11.40044
173,graysby,5,1,0,7,22.657
173,greenblotch parrotfish,2,1,11,0,6.506205
173,yellowhead wrasse,3,1,9,0,11.40044
173,redband parrotfish,4,1,2,0,16.60974
173,bluehead wrasse,3,1,4,0,11.40044
173,blue chromis,3,1,3,0,11.40044
173,creole wrasse,4,1.5,1,0,16.60974
173,bandtail puffer,2,0,1,0,6.506205
173,beaugregory,2,0,7,0,6.506205
173,blue chromis,1,0,1,0,3.265599
173,blue runner,5,0,1,0,22.657
173,blue tang,2,0,1,0,6.506205
173,bridled goby,1,0,28,0,3.265599
173,bridled goby,2,0,32,0,6.506205
173,butter hamlet,2,0,6,0,6.506205
173,colon goby,1,0,2,0,3.265599
173,creole wrasse,1,0,5,0,3.265599
173,creole wrasse,2,0,2,0,6.506205
173,french grunt,3,0,3,0,11.40044
173,goldspot goby,1,0,47,0,3.265599
173,goldspot goby,2,0,25,0,6.506205
173,graysby,2,0,1,0,6.506205
173,graysby,3,0,1,0,11.40044
173,harlequin bass,1,0,5,0,3.265599
173,ocean surgeonfish,5,0,1,0,22.657
173,pallid goby,1,0,20,0,3.265599
173,pallid goby,2,0,30,0,6.506205
173,princess parrotfish,2,0,2,0,6.506205
173,princess parrotfish,4,0,4,0,16.60974
173,princess parrotfish,5,0,5,0,22.657
173,roughhead blenny,1,0,7,0,3.265599
173,sharpnose puffer,2,0,11,0,6.506205
173,smooth trunkfish,3,0,1,0,11.40044
173,spotted drum,3,0,1,0,11.40044
173,stoplight parrotfish,1,0,1,0,3.265599
173,stoplight parrotfish,2,0,5,0,6.506205
173,stoplight parrotfish,3,0,1,0,11.40044
173,stoplight parrotfish,6,0,1,0,42.62977
173,striped parrotfish,1,0,8,0,3.265599
173,striped parrotfish,4,0,3,0,16.60974
173,threespot damselfish,2,0,2,0,6.506205
173,wrasse blenny,2,0,1,0,6.506205
173,black grouper,6,0,0,1,42.62977
173,red hind,5,0,0,1,22.657
173,spotted moray,6,0,0,3,42.62977
174,blue tang,3,1,0,0,11.40044
174,cocoa damselfish,1,1,0,0,3.265599
174,porkfish,2,2,0,0,6.506205
174,redband parrotfish,1,1,3,0,3.265599
174,white grunt,4,1,16,0,16.60974
174,bluestriped grunt,5,10.25,14,0,22.657
174,striped parrotfish,1,1,13,0,3.265599
174,sailor's choice,5,7,0,0,22.657
174,stoplight parrotfish,1,2,7,0,3.265599
174,white grunt,5,33,12,0,22.657
174,striped parrotfish,2,22.25,14,0,6.506205
174,doctorfish,4,1,0,0,16.60974
174,bluehead wrasse,2,1,2,0,6.506205
174,colon goby,1,1,2,0,3.265599
174,schoolmaster snapper,6,1,0,0,42.62977
174,redtail parrotfish,6,1,0,0,42.62977
174,bar jack,6,1,0,0,42.62977
174,foureye butterflyfish,2,1,1,0,6.506205
174,blue angelfish,5,1,0,0,22.657
174,spotfin butterflyfish,3,1,2,0,11.40044
174,redband parrotfish,3,2,0,0,11.40044
174,bluestriped grunt,6,30.75,0,0,42.62977
174,sailor's choice,6,21,0,0,42.62977
174,stoplight parrotfish,2,6,3,0,6.506205
174,striped parrotfish,3,6.75,2,0,11.40044
174,blue tang,4,1,1,0,16.60974
174,cocoa damselfish,2,1,0,0,6.506205
174,porkfish,3,1,0,0,11.40044
174,white grunt,6,1,0,0,42.62977
174,striped parrotfish,5,1,0,0,22.657
174,bar jack,3,0,3,0,11.40044
174,beaugregory,1,0,1,0,3.265599
174,bicolor damselfish,1,0,2,0,3.265599
174,blue tang,2,0,2,0,6.506205
174,bluestriped grunt,4,0,11,0,16.60974
174,bridled goby,1,0,3,0,3.265599
174,bridled goby,2,0,4,0,6.506205
174,dusky damselfish,2,0,7,0,6.506205
174,goldspot goby,1,0,3,0,3.265599
174,hogfish,5,0,1,0,22.657
174,neon goby,1,0,3,0,3.265599
174,ocean surgeonfish,5,0,1,0,22.657
174,porkfish,1,0,1,0,3.265599
174,porkfish,5,0,4,0,22.657
174,puddingwife,2,0,1,0,6.506205
174,queen angelfish,5,0,1,0,22.657
174,rainbow parrotfish,6,0,1,0,42.62977
174,redband parrotfish,2,0,1,0,6.506205
174,roughhead blenny,1,0,1,0,3.265599
174,sergeant major,1,0,9,0,3.265599
174,sergeant major,2,0,8,0,6.506205
174,slippery dick,2,0,2,0,6.506205
174,white grunt,1,0,1,0,3.265599
174,white grunt,3,0,2,0,11.40044
174,white margate,4,0,1,0,16.60974
174,white margate,5,0,1,0,22.657
174,green moray,6,0,0,1,42.62977
174,nassau grouper,6,0,0,1,42.62977
175,harlequin bass,3,2,0,0,11.40044
175,graysby,4,2,3,7,16.60974
175,smooth trunkfish,4,1,0,0,16.60974
175,puddingwife,2,2,0,0,6.506205
175,greenblotch parrotfish,2,2,7,0,6.506205
175,doctorfish,4,1,0,0,16.60974
175,ocean surgeonfish,3,3,0,0,11.40044
175,clown wrasse,2,3,13,0,6.506205
175,bicolor damselfish,1,24.5,126,0,3.265599
175,bluehead wrasse,1,22.5,57,0,3.265599
175,yellowhead wrasse,2,7.5,29,0,6.506205
175,french grunt,2,10.25,28,0,6.506205
175,striped parrotfish,1,6.75,49,0,3.265599
175,redband parrotfish,1,6,29,0,3.265599
175,masked goby,1,7,15,0,3.265599
175,tomtate,2,217.8,102,0,6.506205
175,stoplight parrotfish,5,1,0,0,22.657
175,cero,6,1,0,0,42.62977
175,sharpnose puffer,1,1,4,0,3.265599
175,cocoa damselfish,2,1,0,0,6.506205
175,yellowtail snapper,3,1,0,0,11.40044
175,gray angelfish,6,1,1,0,42.62977
175,bar jack,3,1,0,0,11.40044
175,balloonfish,5,1,0,0,22.657
175,butter hamlet,2,1,4,0,6.506205
175,white grunt,6,1,0,0,42.62977
175,blue parrotfish,6,1,0,0,42.62977
175,bicolor damselfish,2,73.5,161,0,6.506205
175,french grunt,3,30.75,14,0,11.40044
175,bluehead wrasse,2,6.5,72,0,6.506205
175,yellowhead wrasse,3,1.5,4,0,11.40044
175,striped parrotfish,2,2.25,28,0,6.506205
175,redband parrotfish,3,1,3,0,11.40044
175,smooth trunkfish,5,1,0,0,22.657
175,doctorfish,5,1,0,0,22.657
175,clown wrasse,3,1,0,0,11.40044
175,bluehead wrasse,3,1,4,0,11.40044
175,yellowhead wrasse,4,1,0,0,16.60974
175,redband parrotfish,5,1,0,0,22.657
175,tomtate,3,2.2,0,0,11.40044
175,balloonfish,4,0,1,0,16.60974
175,beaugregory,1,0,1,0,3.265599
175,beaugregory,2,0,10,0,6.506205
175,black grouper,6,0,1,0,42.62977
175,black margate,6,0,2,2,42.62977
175,blackear wrasse,2,0,1,0,6.506205
175,blue chromis,1,0,1,0,3.265599
175,blue chromis,2,0,5,0,6.506205
175,blue dartfish,1,0,1,0,3.265599
175,blue tang,5,0,1,0,22.657
175,bridled goby,1,0,31,0,3.265599
175,bridled goby,2,0,34,0,6.506205
175,colon goby,1,0,19,0,3.265599
175,colon goby,2,0,7,0,6.506205
175,dusky damselfish,1,0,1,0,3.265599
175,french grunt,4,0,8,0,16.60974
175,goldspot goby,1,0,14,0,3.265599
175,goldspot goby,2,0,7,0,6.506205
175,gray angelfish,5,0,1,0,22.657
175,graysby,3,0,1,0,11.40044
175,graysby,5,0,1,2,22.657
175,greenblotch parrotfish,1,0,2,0,3.265599
175,harlequin bass,1,0,3,0,3.265599
175,harlequin bass,2,0,5,0,6.506205
175,hogfish,5,0,1,0,22.657
175,lantern bass,2,0,1,0,6.506205
175,neon goby,1,0,1,0,3.265599
175,neon goby,2,0,2,0,6.506205
175,ocean surgeonfish,2,0,1,0,6.506205
175,pallid goby,1,0,3,0,3.265599
175,porkfish,5,0,1,0,22.657
175,rainbow parrotfish,6,0,1,0,42.62977
175,redband parrotfish,2,0,21,0,6.506205
175,redband parrotfish,4,0,1,0,16.60974
175,rosy blenny,2,0,1,0,6.506205
175,roughhead blenny,1,0,6,0,3.265599
175,saddled blenny,2,0,1,0,6.506205
175,scrawled filefish,6,0,1,0,42.62977
175,seaweed blenny,2,0,1,0,6.506205
175,sharpnose puffer,2,0,2,0,6.506205
175,slippery dick,1,0,1,0,3.265599
175,slippery dick,2,0,16,0,6.506205
175,slippery dick,3,0,1,0,11.40044
175,smooth trunkfish,2,0,1,0,6.506205
175,spanish hogfish,2,0,2,0,6.506205
175,spanish hogfish,3,0,1,0,11.40044
175,spotfin butterflyfish,2,0,1,0,6.506205
175,stoplight parrotfish,1,0,3,0,3.265599
175,stoplight parrotfish,2,0,7,0,6.506205
175,stoplight parrotfish,3,0,1,0,11.40044
175,sunshinefish,1,0,1,0,3.265599
175,viper moray,6,0,1,0,42.62977
175,white grunt,2,0,2,0,6.506205
175,white grunt,5,0,3,0,22.657
175,yellow jack,6,0,5,0,42.62977
175,yellowhead wrasse,1,0,4,0,3.265599
175,gag grouper,6,0,0,1,42.62977
175,graysby,6,0,0,3,42.62977
175,lionfish,6,0,0,1,42.62977
175,nassau grouper,6,0,0,1,42.62977
175,red grouper,6,0,0,1,42.62977
175,spotted moray,6,0,0,2,42.62977
176,striped parrotfish,1,2,25,0,3.265599
176,graysby,3,1,2,0,11.40044
176,harlequin bass,3,2,0,0,11.40044
176,ocean surgeonfish,3,1,0,0,11.40044
176,blue tang,3,1,0,0,11.40044
176,puddingwife,2,2,0,0,6.506205
176,masked goby,1,4,112,0,3.265599
176,french grunt,3,7.5,39,0,11.40044
176,blue chromis,1,2.75,0,0,3.265599
176,redband parrotfish,1,1.25,26,0,3.265599
176,sergeant major,1,1.25,0,0,3.265599
176,yellowhead wrasse,1,1,0,0,3.265599
176,bluehead wrasse,1,1,40,0,3.265599
176,creole wrasse,1,6.5,0,0,3.265599
176,clown wrasse,2,4,10,0,6.506205
176,bicolor damselfish,1,41,131,0,3.265599
176,yellowhead wrasse,2,3.5,27,0,6.506205
176,bluehead wrasse,2,12,39,0,6.506205
176,stoplight parrotfish,1,1,13,0,3.265599
176,white grunt,3,1,2,0,11.40044
176,butter hamlet,2,1,4,0,6.506205
176,spanish hogfish,6,1,0,0,42.62977
176,french angelfish,6,1,0,0,42.62977
176,gray angelfish,6,2,0,0,42.62977
176,greenblotch parrotfish,2,1,11,0,6.506205
176,rock beauty,2,1,0,0,6.506205
176,foureye butterflyfish,2,1,3,0,6.506205
176,smooth trunkfish,2,1,0,0,6.506205
176,yellowtail snapper,4,1,0,0,16.60974
176,cocoa damselfish,2,1,0,0,6.506205
176,cero,4,1,0,0,16.60974
176,sharpnose puffer,1,1,8,0,3.265599
176,yellow goatfish,3,1,0,0,11.40044
176,colon goby,1,1,18,0,3.265599
176,dog snapper,6,1,0,0,42.62977
176,blue tang,4,2,0,0,16.60974
176,blue chromis,2,8.25,0,0,6.506205
176,redband parrotfish,2,2.5,13,0,6.506205
176,sergeant major,2,3.75,0,0,6.506205
176,creole wrasse,2,19.5,0,0,6.506205
176,bicolor damselfish,2,123,146,0,6.506205
176,french grunt,4,2.5,3,0,16.60974
176,redband parrotfish,3,0.25,1,0,11.40044
176,yellowhead wrasse,3,1.5,8,0,11.40044
176,graysby,4,1,1,5,16.60974
176,ocean surgeonfish,4,1,0,0,16.60974
176,puddingwife,6,1,0,0,42.62977
176,redband parrotfish,4,1,1,0,16.60974
176,clown wrasse,3,1,0,0,11.40044
176,balloonfish,4,0,1,0,16.60974
176,barred cardinalfish,2,0,1,0,6.506205
176,beaugregory,2,0,2,0,6.506205
176,black margate,6,0,1,0,42.62977
176,blue parrotfish,6,0,1,0,42.62977
176,blue tang,2,0,2,0,6.506205
176,bluehead wrasse,3,0,5,0,11.40044
176,bridled goby,1,0,30,0,3.265599
176,bridled goby,2,0,36,0,6.506205
176,colon goby,2,0,4,0,6.506205
176,french grunt,2,0,13,0,6.506205
176,goldspot goby,1,0,4,0,3.265599
176,goldspot goby,2,0,15,0,6.506205
176,graysby,2,0,1,0,6.506205
176,graysby,5,0,1,4,22.657
176,greenblotch parrotfish,1,0,2,0,3.265599
176,harlequin bass,1,0,2,0,3.265599
176,harlequin bass,2,0,7,0,6.506205
176,lantern bass,2,0,1,0,6.506205
176,lionfish,2,0,1,0,6.506205
176,neon goby,1,0,5,0,3.265599
176,ocean surgeonfish,5,0,2,0,22.657
176,pallid goby,1,0,3,0,3.265599
176,pallid goby,2,0,1,0,6.506205
176,porkfish,3,0,1,0,11.40044
176,queen angelfish,1,0,1,0,3.265599
176,queen angelfish,4,0,1,0,16.60974
176,redband parrotfish,5,0,1,0,22.657
176,rock beauty,1,0,1,0,3.265599
176,roughhead blenny,1,0,3,0,3.265599
176,sharpnose puffer,2,0,2,0,6.506205
176,slippery dick,1,0,1,0,3.265599
