session,species,size_bin,SVC_prey_abundance,prey_abundance,size_bin_lengths
170,threespot damselfish,2,0,1,7.528017
170,tomtate,1,0,326,3.634207
170,tomtate,2,0,10,7.528017
170,white grunt,4,0,38,17.94324
170,white grunt,5,0,9,24.92811
170,yellowtail snapper,2,0,1,7.528017
171,rock beauty,3,1,0,12.9106
171,blue tang,3,2,0,12.9106
171,reef butterflyfish,2,1,0,7.528017
171,sharpnose puffer,1,2,10,3.634207
171,greenblotch parrotfish,1,2,13,3.634207
171,creole wrasse,1,3,0,3.634207
171,blue chromis,1,1,0,3.634207
171,bicolor damselfish,1,32.25,59,3.634207
171,ocean surgeonfish,3,1.5,6,12.9106
171,redband parrotfish,1,2.5,20,3.634207
171,striped parrotfish,1,10.5,21,3.634207
171,yellowhead wrasse,1,1,9,3.634207
171,bluehead wrasse,1,24,45,3.634207
171,masked goby,1,46,66,3.634207
171,scad sp.,2,3,0,7.528017
171,blue chromis,2,14,4,7.528017
171,yellowhead wrasse,2,4,35,7.528017
171,scad sp.,3,294,0,12.9106
171,white grunt,6,1,0,47.85287
171,butter hamlet,2,1,1,7.528017
171,barred hamlet,2,1,0,7.528017
171,brown chromis,1,1,0,3.634207
171,clown wrasse,2,1,8,7.528017
171,cocoa damselfish,2,1,0,7.528017
171,redtail parrotfish,6,1,0,47.85287
171,barracuda,6,1,1,47.85287
171,bar jack,4,1,0,17.94324
171,mutton snapper,6,1,0,47.85287
171,spanish hogfish,6,1,0,47.85287
171,harlequin bass,2,1,2,7.528017
171,french grunt,3,1,0,12.9106
171,foureye butterflyfish,2,1,2,7.528017
171,stoplight parrotfish,2,1,3,7.528017
171,graysby,4,1,0,17.94324
171,princess parrotfish,1,1,0,3.634207
171,ocean surgeonfish,4,4.5,4,17.94324
171,redband parrotfish,2,5,12,7.528017
171,bicolor damselfish,2,10.75,43,7.528017
171,redband parrotfish,3,2.5,1,12.9106
171,striped parrotfish,2,3.5,12,7.528017
171,bluehead wrasse,2,7,89,7.528017
171,rock beauty,5,1,0,24.92811
171,reef butterflyfish,3,1,0,12.9106
171,yellowhead wrasse,3,1,2,12.9106
171,bluehead wrasse,3,1,5,12.9106
171,scad sp.,4,3,0,17.94324
171,beaugregory,2,0,1,7.528017
171,blue chromis,3,0,1,12.9106
171,blue tang,4,0,1,17.94324
171,bluelip parrotfish,2,0,1,7.528017
171,bridled goby,1,0,23,3.634207
171,bridled goby,2,0,1,7.528017
171,clown wrasse,3,0,3,12.9106
171,colon goby,1,0,2,3.634207
171,goldspot goby,1,0,25,3.634207
171,goldspot goby,2,0,2,7.528017
171,greenblotch parrotfish,2,0,5,7.528017
171,harlequin bass,1,0,1,3.634207
171,longfin damselfish,2,0,1,7.528017
171,pallid goby,1,0,2,3.634207
171,redband parrotfish,4,0,1,17.94324
171,redband parrotfish,5,0,1,24.92811
171,roughhead blenny,1,0,3,3.634207
171,round scad,3,0,22,12.9106
171,round scad,4,0,8,17.94324
171,sharpnose puffer,2,0,2,7.528017
171,slippery dick,2,0,1,7.528017
171,stoplight parrotfish,1,0,3,3.634207
171,yellowhead wrasse,4,0,1,17.94324
172,bluelip parrotfish,1,2,6,3.634207
172,yellowhead wrasse,1,1,2,3.634207
172,yellowhead jawfish,2,2,0,7.528017
172,spotfin butterflyfish,3,2,0,12.9106
172,reef butterflyfish,2,2,0,7.528017
172,striped parrotfish,2,2,14,7.528017
172,rock beauty,2,1,0,7.528017
172,greenblotch parrotfish,2,3,8,7.528017
172,ocean surgeonfish,2,1,0,7.528017
172,sharpnose puffer,1,4,8,3.634207
172,bicolor damselfish,1,24,58,3.634207
172,blue chromis,1,1,1,3.634207
172,redband parrotfish,1,5.25,21,3.634207
172,blue chromis,2,4,11,7.528017
172,bluehead wrasse,3,1,5,12.9106
172,butter hamlet,2,1,1,7.528017
172,harlequin bass,2,1,7,7.528017
172,blue tang,3,1,0,12.9106
172,white grunt,5,1,0,24.92811
172,hogfish,5,1,1,24.92811
172,coney,5,1,0,24.92811
172,stoplight parrotfish,2,1,1,7.528017
172,spotted goatfish,4,1,0,17.94324
172,foureye butterflyfish,2,1,0,7.528017
172,graysby,4,1,0,17.94324
172,clown wrasse,2,1,2,7.528017
172,gray angelfish,6,1,0,47.85287
172,ocean surgeonfish,3,3,2,12.9106
172,bicolor damselfish,2,8,27,7.528017
172,redband parrotfish,2,0.75,12,7.528017
172,yellowhead wrasse,3,1,4,12.9106
172,rock beauty,4,1,0,17.94324
172,sharpnose puffer,2,1,0,7.528017
172,redband parrotfish,3,1,5,12.9106
172,bluehead wrasse,1,0,28,3.634207
172,bluehead wrasse,2,0,119,7.528017
172,bluelip parrotfish,2,0,1,7.528017
172,bridled goby,1,0,31,3.634207
172,bridled goby,2,0,4,7.528017
172,butter hamlet,1,0,1,3.634207
172,colon goby,1,0,7,3.634207
172,doctorfish,5,0,1,24.92811
172,goldspot goby,1,0,42,3.634207
172,goldspot goby,2,0,6,7.528017
172,graysby,2,0,1,7.528017
172,greenblotch parrotfish,1,0,21,3.634207
172,lantern bass,1,0,1,3.634207
172,masked goby,1,0,1,3.634207
172,ocean surgeonfish,4,0,1,17.94324
172,pallid goby,1,0,6,3.634207
172,redband parrotfish,4,0,2,17.94324
172,redband parrotfish,5,0,1,24.92811
172,spotted scorpionfish,5,0,1,24.92811
172,striped grunt,2,0,17,7.528017
172,striped parrotfish,1,0,4,3.634207
172,yellowhead wrasse,2,0,40,7.528017
173,graysby,3,1,3,12.9106
173,french grunt,3,1,7,12.9106
173,rock beauty,2,1,0,7.528017
173,greenblotch parrotfish,1,2,11,3.634207
173,foureye butterflyfish,2,2,2,7.528017
173,sharpnose puffer,1,3,27,3.634207
173,ocean surgeonfish,3,3,2,12.9106
173,yellowhead wrasse,1,2.25,10,3.634207
173,redband parrotfish,1,1,26,3.634207
173,bluehead wrasse,1,15.75,102,3.634207
173,striped parrotfish,1,1,12,3.634207
173,bicolor damselfish,1,12.75,42,3.634207
173,blue chromis,2,9,22,7.528017
173,bar jack,4,5.25,0,17.94324
173,masked goby,1,140,1990,3.634207
173,creole wrasse,2,1.5,1,7.528017
173,redband parrotfish,2,5.75,19,7.528017
173,striped parrotfish,2,7.25,61,7.528017
173,creole wrasse,3,147,0,12.9106
173,harlequin bass,1,1,6,3.634207
173,cocoa damselfish,2,1,0,7.528017
173,clown wrasse,2,1,0,7.528017
173,spotted goatfish,4,1,1,17.94324
173,butter hamlet,2,1,6,7.528017
173,blue tang,3,1,0,12.9106
173,black hamlet,2,1,0,7.528017
173,brown chromis,2,1,0,7.528017
173,princess parrotfish,6,1,0,47.85287
173,french angelfish,6,1,0,47.85287
173,reef butterflyfish,2,1,0,7.528017
173,smooth trunkfish,5,1,0,24.92811
173,banded butterflyfish,2,1,0,7.528017
173,mutton snapper,6,1,1,47.85287
173,spanish hogfish,3,1,0,12.9106
173,red grouper,6,1,1,47.85287
173,gray angelfish,6,1,0,47.85287
173,doctorfish,2,1,0,7.528017
173,white grunt,4,1,0,17.94324
173,cero,6,1,0,47.85287
173,yellowtail snapper,3,1,0,12.9106
173,yellowhead wrasse,2,5.75,24,7.528017
173,bicolor damselfish,2,38.25,78,7.528017
173,redband parrotfish,3,2.25,2,12.9106
173,bluehead wrasse,2,4.25,55,7.528017
173,striped parrotfish,3,2.75,3,12.9106
173,bar jack,5,1.75,0,24.92811
173,graysby,4,1,4,17.94324
173,french grunt,4,1,4,17.94324
173,rock beauty,3,1,0,12.9106
173,ocean surgeonfish,4,1,1,17.94324
173,yellowhead wrasse,3,1,7,12.9106
173,bluehead wrasse,3,1,1,12.9106
173,creole wrasse,4,1.5,1,17.94324
173,bandtail puffer,2,0,1,7.528017
173,beaugregory,1,0,1,3.634207
173,beaugregory,2,0,6,7.528017
173,blue chromis,1,0,6,3.634207
173,blue chromis,3,0,1,12.9106
173,blue runner,5,0,1,24.92811
173,blue tang,2,0,1,7.528017
173,bridled goby,1,0,50,3.634207
173,bridled goby,2,0,10,7.528017
173,butter hamlet,1,0,1,3.634207
173,butter hamlet,3,0,3,12.9106
173,colon goby,1,0,2,3.634207
173,creole wrasse,1,0,6,3.634207
173,goldspot goby,1,0,62,3.634207
173,goldspot goby,2,0,10,7.528017
173,graysby,2,0,1,7.528017
173,greenblotch parrotfish,2,0,5,7.528017
173,harlequin bass,2,0,6,7.528017
173,ocean surgeonfish,5,0,1,24.92811
173,pallid goby,1,0,37,3.634207
173,pallid goby,2,0,13,7.528017
173,princess parrotfish,2,0,2,7.528017
173,princess parrotfish,4,0,4,17.94324
173,princess parrotfish,5,0,5,24.92811
173,redband parrotfish,4,0,1,17.94324
173,roughhead blenny,1,0,7,3.634207
173,sharpnose puffer,2,0,3,7.528017
173,smooth trunkfish,3,0,1,12.9106
173,spotted drum,3,0,1,12.9106
173,stoplight parrotfish,1,0,2,3.634207
173,stoplight parrotfish,2,0,5,7.528017
173,stoplight parrotfish,6,0,1,47.85287
173,striped parrotfish,4,0,2,17.94324
173,threespot damselfish,2,0,2,7.528017
173,wrasse blenny,1,0,1,3.634207
173,yellowtail snapper,2,0,1,7.528017
174,blue tang,3,2,0,12.9106
174,cocoa damselfish,1,1,0,3.634207
174,porkfish,2,3,0,7.528017
174,redband parrotfish,1,1,3,3.634207
174,white grunt,3,1,4,12.9106
174,bluestriped grunt,4,1,13,17.94324
174,striped parrotfish,1,7.75,17,3.634207
174,sailor's choice,4,1,0,17.94324
174,stoplight parrotfish,1,6,8,3.634207
174,white grunt,4,7.75,17,17.94324
174,bluestriped grunt,5,29.75,11,24.92811
174,sailor's choice,5,20,0,24.92811
174,doctorfish,3,1,0,12.9106
174,bluehead wrasse,2,1,2,7.528017
174,colon goby,1,1,2,3.634207
174,schoolmaster snapper,5,1,0,24.92811
174,redtail parrotfish,6,1,0,47.85287
174,bar jack,6,1,0,47.85287
174,foureye butterflyfish,2,1,1,7.528017
174,blue angelfish,5,1,0,24.92811
174,spotfin butterflyfish,3,1,2,12.9106
174,redband parrotfish,3,2,0,12.9106
174,white grunt,5,26.25,9,24.92811
174,striped parrotfish,2,15.5,10,7.528017
174,bluestriped grunt,6,10.25,0,47.85287
174,striped parrotfish,3,6.75,2,12.9106
174,sailor's choice,6,7,0,47.85287
174,stoplight parrotfish,2,2,2,7.528017
174,cocoa damselfish,2,1,0,7.528017
174,striped parrotfish,5,1,0,24.92811
174,bar jack,3,0,3,12.9106
174,beaugregory,1,0,1,3.634207
174,bicolor damselfish,1,0,2,3.634207
174,blue tang,1,0,1,3.634207
174,blue tang,2,0,1,7.528017
174,blue tang,4,0,1,17.94324
174,bluestriped grunt,3,0,1,12.9106
174,bridled goby,1,0,7,3.634207
174,dusky damselfish,1,0,1,3.634207
174,dusky damselfish,2,0,6,7.528017
174,goldspot goby,1,0,3,3.634207
174,hogfish,4,0,1,17.94324
174,neon goby,1,0,3,3.634207
174,ocean surgeonfish,5,0,1,24.92811
174,porkfish,1,0,1,3.634207
174,porkfish,4,0,2,17.94324
174,porkfish,5,0,2,24.92811
174,puddingwife,2,0,1,7.528017
174,queen angelfish,5,0,1,24.92811
174,rainbow parrotfish,6,0,1,47.85287
174,redband parrotfish,2,0,1,7.528017
174,roughhead blenny,1,0,1,3.634207
174,sergeant major,1,0,17,3.634207
174,slippery dick,2,0,2,7.528017
174,white grunt,1,0,1,3.634207
174,white margate,4,0,1,17.94324
174,white margate,5,0,1,24.92811
175,harlequin bass,2,1,4,7.528017
175,graysby,3,1,1,12.9106
175,smooth trunkfish,3,1,0,12.9106
175,puddingwife,2,2,0,7.528017
175,greenblotch parrotfish,2,2,5,7.528017
175,doctorfish,4,1,0,17.94324
175,ocean surgeonfish,2,2,1,7.528017
175,clown wrasse,2,3,12,7.528017
175,bicolor damselfish,1,73.5,198,3.634207
175,bluehead wrasse,1,22.5,94,3.634207
175,yellowhead wrasse,1,1,10,3.634207
175,french grunt,2,30.75,28,7.528017
175,striped parrotfish,1,6.75,57,3.634207
175,redband parrotfish,1,6,38,3.634207
175,masked goby,1,7,15,3.634207
175,tomtate,1,2.2,0,3.634207
175,yellowhead wrasse,2,6.5,23,7.528017
175,tomtate,2,215.6,102,7.528017
175,stoplight parrotfish,5,1,0,24.92811
175,cero,6,1,0,47.85287
175,sharpnose puffer,1,1,5,3.634207
175,cocoa damselfish,2,1,0,7.528017
175,yellowtail snapper,3,1,0,12.9106
175,gray angelfish,6,1,1,47.85287
175,bar jack,3,1,0,12.9106
175,balloonfish,4,1,0,17.94324
175,butter hamlet,2,1,4,7.528017
175,white grunt,6,1,0,47.85287
175,blue parrotfish,6,1,0,47.85287
175,bicolor damselfish,2,24.5,89,7.528017
175,bluehead wrasse,2,6.5,37,7.528017
175,yellowhead wrasse,3,1.5,4,12.9106
175,french grunt,3,10.25,21,12.9106
175,striped parrotfish,2,2.25,20,7.528017
175,redband parrotfish,3,1,3,12.9106
175,harlequin bass,3,1,0,12.9106
175,graysby,4,1,3,17.94324
175,smooth trunkfish,5,1,0,24.92811
175,doctorfish,5,1,0,24.92811
175,ocean surgeonfish,3,1,0,12.9106
175,clown wrasse,3,1,0,12.9106
175,bluehead wrasse,3,1,2,12.9106
175,yellowhead wrasse,4,1,0,17.94324
175,redband parrotfish,5,1,0,24.92811
175,tomtate,3,2.2,0,12.9106
175,balloonfish,3,0,1,12.9106
175,beaugregory,1,0,1,3.634207
175,beaugregory,2,0,10,7.528017
175,black grouper,6,0,1,47.85287
175,black margate,6,0,2,47.85287
175,blackear wrasse,2,0,1,7.528017
175,blue chromis,1,0,2,3.634207
175,blue chromis,2,0,4,7.528017
175,blue dartfish,1,0,1,3.634207
175,blue tang,5,0,1,24.92811
175,bridled goby,1,0,52,3.634207
175,bridled goby,2,0,13,7.528017
175,clown wrasse,1,0,1,3.634207
175,colon goby,1,0,26,3.634207
175,dusky damselfish,1,0,1,3.634207
175,french grunt,4,0,1,17.94324
175,goldspot goby,1,0,19,3.634207
175,goldspot goby,2,0,2,7.528017
175,gray angelfish,5,0,1,24.92811
175,graysby,5,0,1,24.92811
175,greenblotch parrotfish,1,0,4,3.634207
175,harlequin bass,1,0,4,3.634207
175,hogfish,5,0,1,24.92811
175,lantern bass,2,0,1,7.528017
175,neon goby,1,0,3,3.634207
175,pallid goby,1,0,3,3.634207
175,porkfish,5,0,1,24.92811
175,rainbow parrotfish,6,0,1,47.85287
175,redband parrotfish,2,0,13,7.528017
175,rosy blenny,2,0,1,7.528017
175,roughhead blenny,1,0,6,3.634207
175,saddled blenny,2,0,1,7.528017
175,scrawled filefish,6,0,1,47.85287
175,seaweed blenny,1,0,1,3.634207
175,sharpnose puffer,2,0,1,7.528017
175,slippery dick,1,0,7,3.634207
175,slippery dick,2,0,10,7.528017
175,slippery dick,3,0,1,12.9106
175,smooth trunkfish,2,0,1,7.528017
175,spanish hogfish,1,0,2,3.634207
175,spanish hogfish,3,0,1,12.9106
175,spotfin butterflyfish,2,0,1,7.528017
175,stoplight parrotfish,1,0,4,3.634207
175,stoplight parrotfish,2,0,7,7.528017
175,sunshinefish,1,0,1,3.634207
175,viper moray,6,0,1,47.85287
175,white grunt,2,0,2,7.528017
175,white grunt,5,0,3,24.92811
175,yellow jack,6,0,5,47.85287
176,striped parrotfish,1,2,32,3.634207
176,graysby,3,2,1,12.9106
176,harlequin bass,2,1,7,7.528017
176,ocean surgeonfish,3,1,0,12.9106
176,blue tang,2,1,2,7.528017
176,puddingwife,2,2,0,7.528017
176,masked goby,1,4,112,3.634207
176,french grunt,2,1,11,7.528017
176,blue chromis,1,8.25,0,3.634207
176,redband parrotfish,1,3.75,31,3.634207
176,sergeant major,1,3.75,0,3.634207
176,yellowhead wrasse,1,1,4,3.634207
176,bluehead wrasse,1,3.25,56,3.634207
176,creole wrasse,1,19.5,0,3.634207
176,clown wrasse,2,4,10,7.528017
176,bicolor damselfish,1,123,193,3.634207
176,french grunt,3,6.5,41,12.9106
176,yellowhead wrasse,2,4,26,7.528017
176,stoplight parrotfish,1,1,14,3.634207
176,white grunt,3,1,2,12.9106
176,butter hamlet,2,1,3,7.528017
176,spanish hogfish,5,1,0,24.92811
176,french angelfish,6,1,0,47.85287
176,gray angelfish,6,2,0,47.85287
176,greenblotch parrotfish,1,1,6,3.634207
176,rock beauty,2,1,0,7.528017
176,foureye butterflyfish,2,1,3,7.528017
176,smooth trunkfish,2,1,0,7.528017
176,yellowtail snapper,3,1,0,12.9106
176,cocoa damselfish,2,1,0,7.528017
176,cero,4,1,0,17.94324
176,sharpnose puffer,1,1,9,3.634207
176,yellow goatfish,3,1,0,12.9106
176,colon goby,1,1,22,3.634207
176,dog snapper,6,1,0,47.85287
176,blue tang,3,2,0,12.9106
176,bluehead wrasse,2,9.75,25,7.528017
176,french grunt,4,2.5,0,17.94324
176,blue chromis,2,2.75,0,7.528017
176,redband parrotfish,3,0.25,0,12.9106
176,sergeant major,2,1.25,0,7.528017
176,creole wrasse,2,6.5,0,7.528017
176,bicolor damselfish,2,41,84,7.528017
176,harlequin bass,3,1,0,12.9106
176,ocean surgeonfish,4,1,0,17.94324
176,puddingwife,6,1,0,47.85287
176,redband parrotfish,4,1,1,17.94324
176,yellowhead wrasse,3,1,5,12.9106
176,clown wrasse,3,1,0,12.9106
176,balloonfish,4,0,1,17.94324
176,barred cardinalfish,1,0,1,3.634207
176,beaugregory,2,0,2,7.528017
176,black margate,6,0,1,47.85287
176,blue parrotfish,6,0,1,47.85287
176,bluehead wrasse,3,0,3,12.9106
176,bridled goby,1,0,52,3.634207
176,bridled goby,2,0,14,7.528017
176,butter hamlet,1,0,1,3.634207
176,french grunt,1,0,3,3.634207
176,goldspot goby,1,0,14,3.634207
176,goldspot goby,2,0,5,7.528017
176,graysby,2,0,2,7.528017
176,graysby,4,0,2,17.94324
176,greenblotch parrotfish,2,0,7,7.528017
176,harlequin bass,1,0,2,3.634207
176,lantern bass,2,0,1,7.528017
176,lionfish,2,0,1,7.528017
176,neon goby,1,0,5,3.634207
176,ocean surgeonfish,5,0,2,24.92811
176,pallid goby,1,0,3,3.634207
176,pallid goby,2,0,1,7.528017
176,porkfish,3,0,1,12.9106
176,queen angelfish,1,0,1,3.634207
176,queen angelfish,4,0,1,17.94324
176,redband parrotfish,2,0,9,7.528017
176,redband parrotfish,5,0,1,24.92811
176,rock beauty,1,0,1,3.634207
176,roughhead blenny,1,0,3,3.634207
176,sharpnose puffer,2,0,1,7.528017
176,slippery dick,1,0,3,3.634207
176,slippery dick,2,0,11,7.528017
176,spanish hogfish,2,0,1,7.528017
176,spanish mackerel,5,0,1,24.92811
176,stoplight parrotfish,2,0,6,7.528017
176,stoplight parrotfish,3,0,1,12.9106
176,striped parrotfish,2,0,5,7.528017
176,tomtate,1,0,110,3.634207
176,tomtate,2,0,2,7.528017
176,white grunt,2,0,1,7.528017
177,slippery dick,3,2,5,12.9106
177,greenblotch parrotfish,2,2,2,7.528017
177,doctorfish,4,1,8,17.94324
177,blue runner,5,2,0,24.92811
177,blue tang,2,3,0,7.528017
177,rainbow parrotfish,6,4,1,47.85287
177,french grunt,2,41.25,32,7.528017
177,white grunt,2,1,1,7.528017
177,striped parrotfish,1,1,18,3.634207
177,clown wrasse,1,1,2,3.634207
177,bluehead wrasse,1,8.25,43,3.634207
177,yellowhead wrasse,1,1,4,3.634207
177,bicolor damselfish,1,113.25,201,3.634207
177,tomtate,1,120,0,3.634207
177,white grunt,3,8,0,12.9106
177,striped parrotfish,2,5,4,7.528017
177,clown wrasse,2,3,22,7.528017
177,yellowhead wrasse,2,7,48,7.528017
177,blackear wrasse,2,1,2,7.528017
177,cocoa damselfish,2,1,0,7.528017
177,redband parrotfish,2,1,8,7.528017
177,queen angelfish,5,1,0,24.92811
177,spotfin butterflyfish,2,1,0,7.528017
177,blue angelfish,6,1,0,47.85287
177,butter hamlet,2,1,2,7.528017
177,hogfish,6,1,1,47.85287
177,ocean surgeonfish,2,1,0,7.528017
177,black grouper,6,1,0,47.85287
177,graysby,3,1,1,12.9106
177,puddingwife,3,1,0,12.9106
177,yellowtail damselfish,2,1,0,7.528017
177,stoplight parrotfish,2,1,1,7.528017
177,sharpnose puffer,1,1,2,3.634207
177,orangespotted filefish,2,1,0,7.528017
177,gray angelfish,6,1,0,47.85287
177,blackfin snapper,2,1,0,7.528017
177,french angelfish,6,1,0,47.85287
177,french grunt,3,13.75,0,12.9106
177,bluehead wrasse,2,1.75,26,7.528017
177,bicolor damselfish,2,37.74999999999999,79,7.528017
177,tomtate,2,40.00000000000001,309,7.528017
177,doctorfish,5,1,0,24.92811
177,clown wrasse,3,1,1,12.9106
177,bluehead wrasse,3,1,1,12.9106
177,balloonfish,4,0,1,17.94324
177,barred blenny,1,0,1,3.634207
177,beaugregory,1,0,1,3.634207
177,beaugregory,2,0,4,7.528017
177,blue angelfish,5,0,2,24.92811
177,blue chromis,2,0,1,7.528017
177,blue parrotfish,6,0,1,47.85287
177,blue tang,4,0,3,17.94324
177,bridled goby,1,0,54,3.634207
177,bridled goby,2,0,15,7.528017
177,colon goby,1,0,39,3.634207
177,french grunt,1,0,1,3.634207
177,goldentail moray,6,0,1,47.85287
177,goldspot goby,1,0,18,3.634207
177,goldspot goby,2,0,7,7.528017
177,graysby,4,0,1,17.94324
177,greenblotch parrotfish,1,0,1,3.634207
177,harlequin bass,1,0,1,3.634207
177,harlequin bass,2,0,4,7.528017
177,hogfish,5,0,3,24.92811
177,longfin damselfish,1,0,1,3.634207
177,neon goby,1,0,1,3.634207
177,ocean surgeonfish,3,0,2,12.9106
177,red grouper,6,0,1,47.85287
177,redband parrotfish,1,0,23,3.634207
177,redband parrotfish,3,0,1,12.9106
177,redband parrotfish,4,0,1,17.94324
177,redband parrotfish,5,0,2,24.92811
177,reef butterflyfish,2,0,1,7.528017
177,sharpnose puffer,2,0,1,7.528017
177,slippery dick,1,0,5,3.634207
177,slippery dick,2,0,30,7.528017
177,stoplight parrotfish,1,0,3,3.634207
177,striped grunt,2,0,7,7.528017
177,yellowhead wrasse,3,0,5,12.9106
177,yellowhead wrasse,4,0,1,17.94324
178,permit,6,2,0,47.85287
178,porkfish,5,2,0,24.92811
178,yellowhead wrasse,2,1,19,7.528017
178,squirrelfish,4,1,0,17.94324
178,stoplight parrotfish,5,2,3,24.92811
178,blue tang,2,1,2,7.528017
178,creole wrasse,4,1,12,17.94324
178,bicolor damselfish,1,36,138,3.634207
178,french grunt,2,1,0,7.528017
178,ocean surgeonfish,2,1,0,7.528017
178,redband parrotfish,3,1,2,12.9106
178,blackear wrasse,2,8,0,7.528017
178,blue chromis,1,1,0,3.634207
178,white grunt,4,1,0,17.94324
178,striped parrotfish,2,6,6,7.528017
178,french grunt,3,19.25,0,12.9106
178,ocean surgeonfish,3,0.25,1,12.9106
178,redband parrotfish,4,3.5,4,17.94324
178,blackear wrasse,1,23,0,3.634207
178,blue chromis,2,6,15,7.528017
178,white grunt,5,8,0,24.92811
178,rock beauty,5,1,0,24.92811
178,bluestriped grunt,4,1,0,17.94324
178,princess parrotfish,5,1,1,24.92811
178,spotted trunkfish,2,1,0,7.528017
178,gray angelfish,5,1,0,24.92811
178,trumpetfish,6,1,0,47.85287
178,harlequin bass,2,1,5,7.528017
178,blue tang,3,2,0,12.9106
178,creole wrasse,5,3,0,24.92811
178,ocean surgeonfish,4,2.5,3,17.94324
178,bicolor damselfish,2,12,49,7.528017
178,french grunt,4,6.75,1,17.94324
178,ocean surgeonfish,5,1.25,0,24.92811
178,redband parrotfish,5,1.5,1,24.92811
178,white grunt,6,3,0,47.85287
178,yellowhead wrasse,3,1,4,12.9106
178,squirrelfish,5,1,3,24.92811
178,stoplight parrotfish,6,1,0,47.85287
178,blue tang,4,1,1,17.94324
178,blackear wrasse,3,1,0,12.9106
178,beaugregory,2,0,1,7.528017
178,black grouper,6,0,1,47.85287
178,blue chromis,3,0,4,12.9106
178,blue dartfish,2,0,2,7.528017
178,bluehead wrasse,1,0,75,3.634207
178,bluehead wrasse,2,0,102,7.528017
178,bluehead wrasse,3,0,1,12.9106
178,bridled goby,1,0,58,3.634207
178,bridled goby,2,0,24,7.528017
178,brown chromis,2,0,1,7.528017
178,butter hamlet,2,0,1,7.528017
178,clown wrasse,2,0,1,7.528017
178,colon goby,1,0,13,3.634207
178,colon goby,2,0,2,7.528017
178,creole wrasse,1,0,17,3.634207
178,creole wrasse,2,0,4,7.528017
178,french angelfish,5,0,3,24.92811
178,goldspot goby,1,0,37,3.634207
178,goldspot goby,2,0,8,7.528017
178,graysby,2,0,1,7.528017
178,graysby,4,0,2,17.94324
178,graysby,5,0,1,24.92811
178,greenblotch parrotfish,1,0,5,3.634207
178,greenblotch parrotfish,2,0,3,7.528017
178,harlequin bass,1,0,1,3.634207
178,hogfish,4,0,1,17.94324
178,longfin damselfish,1,0,1,3.634207
178,longspine squirrelfish,5,0,1,24.92811
178,masked goby,1,0,359,3.634207
178,pallid goby,1,0,13,3.634207
178,pallid goby,2,0,4,7.528017
178,porcupinefish,6,0,1,47.85287
178,princess parrotfish,3,0,1,12.9106
178,princess parrotfish,4,0,3,17.94324
178,redband parrotfish,1,0,19,3.634207
178,redband parrotfish,2,0,7,7.528017
178,reef butterflyfish,2,0,2,7.528017
178,rock beauty,4,0,2,17.94324
178,roughhead blenny,1,0,5,3.634207
178,sand diver,4,0,1,17.94324
178,sharpnose puffer,1,0,6,3.634207
178,slippery dick,2,0,1,7.528017
178,spotfin butterflyfish,2,0,7,7.528017
178,spotfin butterflyfish,3,0,3,12.9106
178,spotted goatfish,3,0,1,12.9106
178,spotted goatfish,4,0,1,17.94324
178,stoplight parrotfish,2,0,2,7.528017
178,stoplight parrotfish,4,0,1,17.94324
178,striped parrotfish,1,0,7,3.634207
178,striped parrotfish,3,0,3,12.9106
178,sunshinefish,1,0,1,3.634207
178,trumpetfish,5,0,1,24.92811
178,yellowhead wrasse,1,0,12,3.634207
179,graysby,3,1,0,12.9106
179,bridled goby,1,2,25,3.634207
179,sharpnose puffer,1,2,10,3.634207
179,spanish hogfish,2,1,0,7.528017
179,spotfin butterflyfish,3,2,0,12.9106
179,stoplight parrotfish,3,1,0,12.9106
179,blue chromis,2,2,4,7.528017
179,princess parrotfish,4,1,3,17.94324
179,white grunt,3,1,0,12.9106
179,foureye butterflyfish,2,3,1,7.528017
179,bluehead wrasse,1,10,54,3.634207
179,bicolor damselfish,1,26.25,76,3.634207
179,redband parrotfish,2,1,3,7.528017
179,striped parrotfish,1,1,1,3.634207
179,ocean surgeonfish,3,1,0,12.9106
179,yellowhead wrasse,2,2,11,7.528017
179,blue tang,2,1,0,7.528017
179,redband parrotfish,3,6.5,1,12.9106
179,striped parrotfish,2,8.75,3,7.528017
179,ocean surgeonfish,4,4.25,3,17.94324
179,blue tang,3,3,2,12.9106
179,harlequin bass,3,1,0,12.9106
179,butter hamlet,3,1,0,12.9106
179,reef butterflyfish,2,1,0,7.528017
179,smooth trunkfish,3,1,1,12.9106
179,stoplight parrotfish,5,1,1,24.92811
179,princess parrotfish,5,3,5,24.92811
179,white grunt,4,2,1,17.94324
179,bluehead wrasse,2,20,108,7.528017
179,yellowhead wrasse,3,5,11,12.9106
179,bluehead wrasse,3,10,4,12.9106
179,bicolor damselfish,2,8.75,45,7.528017
179,redband parrotfish,4,2.5,3,17.94324
179,striped parrotfish,3,3.25,1,12.9106
179,ocean surgeonfish,5,1.75,0,24.92811
179,graysby,4,1,3,17.94324
179,spanish hogfish,4,1,0,17.94324
179,stoplight parrotfish,6,1,1,47.85287
179,blue chromis,3,1,4,12.9106
179,white grunt,5,1,1,24.92811
179,foureye butterflyfish,3,1,0,12.9106
179,yellowhead wrasse,4,1,1,17.94324
179,blue tang,4,1,3,17.94324
179,barred hamlet,2,0,1,7.528017
179,blue chromis,1,0,1,3.634207
