session,site,species_order,family,binomial,species,size_bin,size_bin_lengths,predator_presence,habitat,octocoral,stony,relief_cm,nocturnal,position,behavior,max_length,colouration,cryptic_behaviour,trophic_position,shape,SVC_date,SVC_area,SVC_max_depth,SVC_density,pred_date,pred_depth,pred_area,pred_density,SVC_pred_difference,total_density,SVCpred_area_dif,log_difference,average_depth,pred_abundance,SVC_pred_abundance
160,KL-P8,Scorpaeniformes,Scorpaenidae,Pterois volitans,lionfish,4,16.60974,1,Patch,60,10,41.84375,1,demersal,solitary,45.7,neutral,1,carnivore,fusiform,2014-09-22,78.53981634,12,0,2014-09-22,11,3990,0.0012531328320802004,-0.0012531328320802004,0.0012531328320802004,-3911.46018366,-0.8123216175817563,11.5,5,0
160,KL-P8,Scorpaeniformes,Scorpaenidae,Pterois volitans,lionfish,5,22.657,1,Patch,60,10,41.84375,1,demersal,solitary,45.7,neutral,1,carnivore,fusiform,2014-09-22,78.53981634,12,0,2014-09-22,11,3990,2.506265664160401e-4,-2.506265664160401e-4,2.506265664160401e-4,-3911.46018366,-0.22364467886165507,11.5,1,0
160,KL-P8,Perciformes,Epinephelidae,Epinephelus morio,red grouper,5,22.657,1,Patch,60,10,41.84375,0,demersal,solitary,125,neutral,0,carnivore,fusiform,2014-09-22,78.53981634,12,0,2014-09-22,11,3990,5.012531328320802e-4,-5.012531328320802e-4,5.012531328320802e-4,-3911.46018366,-0.40630018122558553,11.5,2,0
160,KL-P8,Perciformes,Epinephelidae,Epinephelus morio,red grouper,6,42.62977,1,Patch,60,10,41.84375,0,demersal,solitary,125,neutral,0,carnivore,fusiform,2014-09-22,78.53981634,12,0.01273239544731026,2014-09-22,11,3990,2.506265664160401e-4,0.012481768880894221,0.0129830220137263,-3911.46018366,2.396112993822082,11.5,1,1
160,KL-P8,Anguilliformes,Muraenidae,Gymnothorax moringa,spotted moray,6,42.62977,1,Patch,60,10,41.84375,0,benthic,solitary,200,camouflage,1,carnivore,anguilliform,2014-09-22,78.53981634,12,0,2014-09-22,11,3990,2.506265664160401e-4,-2.506265664160401e-4,2.506265664160401e-4,-3911.46018366,-0.22364467886165507,11.5,1,0
160,KL-P8,Perciformes,Epinephelidae,Mycteroperca bonaci,black grouper,6,42.62977,1,Patch,60,10,41.84375,0,demersal,solitary,152,neutral,0,carnivore,fusiform,2014-09-22,78.53981634,12,0.01273239544731026,2014-09-22,11,3990,0,0.01273239544731026,0.01273239544731026,-3911.46018366,2.619757672683737,11.5,0,1
161,KL-W7,Perciformes,Epinephelidae,Mycteroperca bonaci,black grouper,6,42.62977,1,Continuous,50,10,52.80769230769231,0,demersal,solitary,152,neutral,0,carnivore,fusiform,2014-09-22,153.93804,65,0,2014-09-22,52,2000,5e-4,-5e-4,5e-4,-1846.06196,-0.4054651081081646,58.5,1,0
161,KL-W7,Perciformes,Epinephelidae,Cephalopholis fulva,coney,4,16.60974,1,Continuous,50,10,52.80769230769231,1,demersal,solitary,41,neutral,1,carnivore,fusiform,2014-09-22,153.93804,65,0,2014-09-22,52,2000,5e-4,-5e-4,5e-4,-1846.06196,-0.4054651081081646,58.5,1,0
161,KL-W7,Perciformes,Epinephelidae,Cephalopholis cruentata,graysby,4,16.60974,1,Continuous,50,10,52.80769230769231,1,demersal,solitary,33,neutral,1,carnivore,fusiform,2014-09-22,153.93804,65,0,2014-09-22,52,2000,5e-4,-5e-4,5e-4,-1846.06196,-0.4054651081081646,58.5,1,0
161,KL-W7,Perciformes,Epinephelidae,Cephalopholis cruentata,graysby,5,22.657,1,Continuous,50,10,52.80769230769231,1,demersal,solitary,33,neutral,1,carnivore,fusiform,2014-09-22,153.93804,65,0,2014-09-22,52,2000,5e-4,-5e-4,5e-4,-1846.06196,-0.4054651081081646,58.5,1,0
161,KL-W7,Scorpaeniformes,Scorpaenidae,Pterois volitans,lionfish,5,22.657,1,Continuous,50,10,52.80769230769231,1,demersal,solitary,45.7,neutral,1,carnivore,fusiform,2014-09-22,153.93804,65,0,2014-09-22,52,2000,5e-4,-5e-4,5e-4,-1846.06196,-0.4054651081081646,58.5,1,0
161,KL-W7,Perciformes,Lutjanidae,Lutjanus analis,mutton snapper,6,42.62977,1,Continuous,50,10,52.80769230769231,0,demersal,solitary,94,silvering,0,invertivore,fusiform,2014-09-22,153.93804,65,0.006496120127292773,2014-09-22,52,2000,0.002,0.004496120127292773,0.008496120127292773,-1846.06196,0.9157732816589181,58.5,4,1
161,KL-W7,Anguilliformes,Muraenidae,Gymnothorax moringa,spotted moray,6,42.62977,1,Continuous,50,10,52.80769230769231,0,benthic,solitary,200,camouflage,1,carnivore,anguilliform,2014-09-22,153.93804,65,0,2014-09-22,52,2000,5e-4,-5e-4,5e-4,-1846.06196,-0.4054651081081646,58.5,1,0
162,DANGER 88,Scorpaeniformes,Scorpaenidae,Scorpaena plumieri,spotted scorpionfish,5,22.657,1,Patch,20,0,70.5,0,demersal,solitary,50,camouflage,1,carnivore,fusiform,2014-09-24,12.56637061,15,0,2014-09-24,8,283.5,0.003527336860670194,-0.003527336860670194,0.003527336860670194,-270.93362939,-1.5101338771433879,11.5,1,0
163,KL-30,Perciformes,Epinephelidae,Mycteroperca bonaci,black grouper,6,42.62977,1,Patch,35,10,47,0,demersal,solitary,152,neutral,0,carnivore,fusiform,2014-09-24,50.26548246,11,0,2014-09-24,12.333333333333334,3120,3.205128205128205e-4,-3.205128205128205e-4,3.205128205128205e-4,-3069.73451754,-0.27802016154004416,11.666666666666668,1,0
163,KL-30,Perciformes,Lutjanidae,Lutjanus analis,mutton snapper,6,42.62977,1,Patch,35,10,47,0,demersal,solitary,94,silvering,0,invertivore,fusiform,2014-09-24,50.26548246,11,0,2014-09-24,12.333333333333334,3120,3.205128205128205e-4,-3.205128205128205e-4,3.205128205128205e-4,-3069.73451754,-0.27802016154004416,11.666666666666668,1,0
163,KL-30,Perciformes,Epinephelidae,Epinephelus striatus,nassau grouper,6,42.62977,1,Patch,35,10,47,0,demersal,solitary,100,neutral,0,carnivore,fusiform,2014-09-24,50.26548246,11,0,2014-09-24,12.333333333333334,3120,3.205128205128205e-4,-3.205128205128205e-4,3.205128205128205e-4,-3069.73451754,-0.27802016154004416,11.666666666666668,1,0
163,KL-30,Perciformes,Epinephelidae,Epinephelus morio,red grouper,6,42.62977,1,Patch,35,10,47,0,demersal,solitary,125,neutral,0,carnivore,fusiform,2014-09-24,50.26548246,11,0,2014-09-24,12.333333333333334,3120,3.205128205128205e-4,-3.205128205128205e-4,3.205128205128205e-4,-3069.73451754,-0.27802016154004416,11.666666666666668,1,0
163,KL-30,Anguilliformes,Muraenidae,Gymnothorax moringa,spotted moray,6,42.62977,1,Patch,35,10,47,0,benthic,solitary,200,camouflage,1,carnivore,anguilliform,2014-09-24,50.26548246,11,0,2014-09-24,12.333333333333334,3120,6.41025641025641e-4,-6.41025641025641e-4,6.41025641025641e-4,-3069.73451754,-0.4953214372300252,11.666666666666668,2,0
164,KL-P4,Scorpaeniformes,Scorpaenidae,Pterois volitans,lionfish,5,22.657,1,Patch,35,10,28.933333333333334,1,demersal,solitary,45.7,neutral,1,carnivore,fusiform,2014-09-24,28.27433388,13,0.0353677651344195,2014-09-24,15,576,0.003472222222222222,0.031895542912197275,0.03883998735664172,-547.72566612,2.0957973825324814,14,2,1
165,KL-W2,Perciformes,Epinephelidae,Cephalopholis cruentata,graysby,4,16.60974,1,Continuous,35,5,30.6,1,demersal,solitary,33,neutral,1,carnivore,fusiform,2014-09-24,153.93804,68,0.006496120127292773,2014-09-24,57.5,2000,0.003,0.003496120127292773,0.009496120127292774,-1846.06196,0.6280912092071365,62.75,6,1
165,KL-W2,Perciformes,Epinephelidae,Cephalopholis cruentata,graysby,5,22.657,1,Continuous,35,5,30.6,1,demersal,solitary,33,neutral,1,carnivore,fusiform,2014-09-24,153.93804,68,0,2014-09-24,57.5,2000,0.001,-0.001,0.001,-1846.06196,-0.6931471805599454,62.75,2,0
165,KL-W2,Perciformes,Epinephelidae,Rypticus saponaceus,greater soapfish,5,22.657,1,Continuous,35,5,30.6,0,demersal,solitary,35,neutral,1,carnivore,fusiform,2014-09-24,153.93804,68,0,2014-09-24,57.5,2000,5e-4,-5e-4,5e-4,-1846.06196,-0.4054651081081646,62.75,1,0
165,KL-W2,Perciformes,Lutjanidae,Lutjanus analis,mutton snapper,6,42.62977,1,Continuous,35,5,30.6,0,demersal,solitary,94,silvering,0,invertivore,fusiform,2014-09-24,153.93804,68,0,2014-09-24,57.5,2000,5e-4,-5e-4,5e-4,-1846.06196,-0.4054651081081646,62.75,1,0
166,KL-W8,Perciformes,Epinephelidae,Mycteroperca bonaci,black grouper,6,42.62977,1,Continuous,40,10,28.76923076923077,0,demersal,solitary,152,neutral,0,carnivore,fusiform,2014-09-24,153.93804,65,0.006496120127292773,2014-09-24,57.5,2000,0.001,0.005496120127292773,0.007496120127292773,-1846.06196,1.3212383897670819,61.25,2,1
166,KL-W8,Perciformes,Epinephelidae,Cephalopholis fulva,coney,6,42.62977,1,Continuous,40,10,28.76923076923077,1,demersal,solitary,41,neutral,1,carnivore,fusiform,2014-09-24,153.93804,65,0,2014-09-24,57.5,2000,5e-4,-5e-4,5e-4,-1846.06196,-0.4054651081081646,61.25,1,0
166,KL-W8,Perciformes,Epinephelidae,Cephalopholis cruentata,graysby,4,16.60974,1,Continuous,40,10,28.76923076923077,1,demersal,solitary,33,neutral,1,carnivore,fusiform,2014-09-24,153.93804,65,0,2014-09-24,57.5,2000,5e-4,-5e-4,5e-4,-1846.06196,-0.4054651081081646,61.25,1,0
166,KL-W8,Perciformes,Lutjanidae,Lutjanus analis,mutton snapper,6,42.62977,1,Continuous,40,10,28.76923076923077,0,demersal,solitary,94,silvering,0,invertivore,fusiform,2014-09-24,153.93804,65,0.006496120127292773,2014-09-24,57.5,2000,5e-4,0.005996120127292772,0.006996120127292773,-1846.06196,1.6089204622188626,61.25,1,1
166,KL-W8,Perciformes,Epinephelidae,Epinephelus striatus,nassau grouper,6,42.62977,1,Continuous,40,10,28.76923076923077,0,demersal,solitary,100,neutral,0,carnivore,fusiform,2014-09-24,153.93804,65,0,2014-09-24,57.5,2000,5e-4,-5e-4,5e-4,-1846.06196,-0.4054651081081646,61.25,1,0
168,KL-P11,Perciformes,Epinephelidae,Mycteroperca bonaci,black grouper,4,16.60974,1,Patch,50,5,33.76,0,demersal,solitary,152,neutral,0,carnivore,fusiform,2014-09-25,28.27433388,10,0,2014-09-25,10,1197,8.35421888053467e-4,-8.35421888053467e-4,8.35421888053467e-4,-1168.72566612,-0.6072743668266369,10,1,0
168,KL-P11,Perciformes,Epinephelidae,Mycteroperca bonaci,black grouper,6,42.62977,1,Patch,50,5,33.76,0,demersal,solitary,152,neutral,0,carnivore,fusiform,2014-09-25,28.27433388,10,0,2014-09-25,10,1197,8.35421888053467e-4,-8.35421888053467e-4,8.35421888053467e-4,-1168.72566612,-0.6072743668266369,10,1,0
168,KL-P11,Perciformes,Epinephelidae,Mycteroperca microlepis,gag grouper,6,42.62977,1,Patch,50,5,33.76,0,demersal,solitary,145,neutral,1,carnivore,fusiform,2014-09-25,28.27433388,10,0,2014-09-25,10,1197,8.35421888053467e-4,-8.35421888053467e-4,8.35421888053467e-4,-1168.72566612,-0.6072743668266369,10,1,0
168,KL-P11,Anguilliformes,Muraenidae,Gymnothorax funebris,green moray,6,42.62977,1,Patch,50,5,33.76,1,demersal,solitary,250,neutral,1,carnivore,anguilliform,2014-09-25,28.27433388,10,0,2014-09-25,10,1197,8.35421888053467e-4,-8.35421888053467e-4,8.35421888053467e-4,-1168.72566612,-0.6072743668266369,10,1,0
168,KL-P11,Scorpaeniformes,Scorpaenidae,Pterois volitans,lionfish,5,22.657,1,Patch,50,5,33.76,1,demersal,solitary,45.7,neutral,1,carnivore,fusiform,2014-09-25,28.27433388,10,0,2014-09-25,10,1197,0.001670843776106934,-0.001670843776106934,0.001670843776106934,-1168.72566612,-0.9823944435018683,10,2,0
168,KL-P11,Scorpaeniformes,Scorpaenidae,Pterois volitans,lionfish,6,42.62977,1,Patch,50,5,33.76,1,demersal,solitary,45.7,neutral,1,carnivore,fusiform,2014-09-25,28.27433388,10,0,2014-09-25,10,1197,8.35421888053467e-4,-8.35421888053467e-4,8.35421888053467e-4,-1168.72566612,-0.6072743668266369,10,1,0
168,KL-P11,Anguilliformes,Muraenidae,Gymnothorax moringa,spotted moray,6,42.62977,1,Patch,50,5,33.76,0,benthic,solitary,200,camouflage,1,carnivore,anguilliform,2014-09-25,28.27433388,10,0,2014-09-25,10,1197,8.35421888053467e-4,-8.35421888053467e-4,8.35421888053467e-4,-1168.72566612,-0.6072743668266369,10,1,0
169,KL-P13,Perciformes,Epinephelidae,Mycteroperca bonaci,black grouper,5,22.657,1,Patch,40,15,29.03571428571429,0,demersal,solitary,152,neutral,0,carnivore,fusiform,2014-09-25,78.53981634,10,0,2014-09-25,10,1881,5.31632110579479e-4,-5.31632110579479e-4,5.31632110579479e-4,-1802.46018366,-0.4263339057834976,10,1,0
169,KL-P13,Perciformes,Epinephelidae,Mycteroperca bonaci,black grouper,6,42.62977,1,Patch,40,15,29.03571428571429,0,demersal,solitary,152,neutral,0,carnivore,fusiform,2014-09-25,78.53981634,10,0,2014-09-25,10,1881,0.001063264221158958,-0.001063264221158958,0.001063264221158958,-1802.46018366,-0.7242893020678753,10,2,0
169,KL-P13,Perciformes,Epinephelidae,Mycteroperca microlepis,gag grouper,6,42.62977,1,Patch,40,15,29.03571428571429,0,demersal,solitary,145,neutral,1,carnivore,fusiform,2014-09-25,78.53981634,10,0.01273239544731026,2014-09-25,10,1881,0.001063264221158958,0.011669131226151302,0.01379565966846922,-1802.46018366,1.8954683706158617,10,2,1
169,KL-P13,Scorpaeniformes,Scorpaenidae,Pterois volitans,lionfish,5,22.657,1,Patch,40,15,29.03571428571429,1,demersal,solitary,45.7,neutral,1,carnivore,fusiform,2014-09-25,78.53981634,10,0,2014-09-25,10,1881,5.31632110579479e-4,-5.31632110579479e-4,5.31632110579479e-4,-1802.46018366,-0.4263339057834976,10,1,0
169,KL-P13,Perciformes,Epinephelidae,Epinephelus morio,red grouper,6,42.62977,1,Patch,40,15,29.03571428571429,0,demersal,solitary,125,neutral,0,carnivore,fusiform,2014-09-25,78.53981634,10,0,2014-09-25,10,1881,0.002126528442317916,-0.002126528442317916,0.002126528442317916,-1802.46018366,-1.1399232651589255,10,4,0
170,KL-P14,Perciformes,Epinephelidae,Mycteroperca microlepis,gag grouper,6,42.62977,1,Patch,60,5,36.71428571428571,0,demersal,solitary,145,neutral,1,carnivore,fusiform,2014-09-25,50.26548246,12,0,2014-09-25,10,816,0.0024509803921568627,-0.0024509803921568627,0.0024509803921568627,-765.73451754,-1.238658362313826,11,2,0
170,KL-P14,Perciformes,Epinephelidae,Epinephelus morio,red grouper,6,42.62977,1,Patch,60,5,36.71428571428571,0,demersal,solitary,125,neutral,0,carnivore,fusiform,2014-09-25,50.26548246,12,0,2014-09-25,10,816,0.0012254901960784314,-0.0012254901960784314,0.0012254901960784314,-765.73451754,-0.7999772041971314,11,1,0
171,KL-W11,Perciformes,Epinephelidae,Mycteroperca bonaci,black grouper,6,42.62977,1,Continuous,17,3,47.96153846153847,0,demersal,solitary,152,neutral,0,carnivore,fusiform,2014-09-25,153.93804,45,0,2014-09-25,40,2000,5e-4,-5e-4,5e-4,-1846.06196,-0.4054651081081646,42.5,1,0
171,KL-W11,Perciformes,Epinephelidae,Cephalopholis cruentata,graysby,4,16.60974,1,Continuous,17,3,47.96153846153847,1,demersal,solitary,33,neutral,1,carnivore,fusiform,2014-09-25,153.93804,45,0.006496120127292773,2014-09-25,40,2000,0.001,0.005496120127292773,0.007496120127292773,-1846.06196,1.3212383897670819,42.5,2,1
171,KL-W11,Perciformes,Epinephelidae,Cephalopholis cruentata,graysby,5,22.657,1,Continuous,17,3,47.96153846153847,1,demersal,solitary,33,neutral,1,carnivore,fusiform,2014-09-25,153.93804,45,0,2014-09-25,40,2000,5e-4,-5e-4,5e-4,-1846.06196,-0.4054651081081646,42.5,1,0
171,KL-W11,Perciformes,Lutjanidae,Lutjanus analis,mutton snapper,6,42.62977,1,Continuous,17,3,47.96153846153847,0,demersal,solitary,94,silvering,0,invertivore,fusiform,2014-09-25,153.93804,45,0.006496120127292773,2014-09-25,40,2000,5e-4,0.005996120127292772,0.006996120127292773,-1846.06196,1.6089204622188626,42.5,1,1
171,KL-W11,Anguilliformes,Muraenidae,Gymnothorax moringa,spotted moray,6,42.62977,1,Continuous,17,3,47.96153846153847,0,benthic,solitary,200,camouflage,1,carnivore,anguilliform,2014-09-25,153.93804,45,0,2014-09-25,40,2000,5e-4,-5e-4,5e-4,-1846.06196,-0.4054651081081646,42.5,1,0
172,KL-W12,Perciformes,Epinephelidae,Mycteroperca bonaci,black grouper,6,42.62977,1,Continuous,45,2,21.16,0,demersal,solitary,152,neutral,0,carnivore,fusiform,2014-09-26,153.93804,55,0,2014-09-26,55,2000,5e-4,-5e-4,5e-4,-1846.06196,-0.4054651081081646,55,1,0
172,KL-W12,Perciformes,Epinephelidae,Cephalopholis fulva,coney,6,42.62977,1,Continuous,45,2,21.16,1,demersal,solitary,41,neutral,1,carnivore,fusiform,2014-09-26,153.93804,55,0,2014-09-26,55,2000,5e-4,-5e-4,5e-4,-1846.06196,-0.4054651081081646,55,1,0
172,KL-W12,Perciformes,Epinephelidae,Cephalopholis cruentata,graysby,5,22.657,1,Continuous,45,2,21.16,1,demersal,solitary,33,neutral,1,carnivore,fusiform,2014-09-26,153.93804,55,0,2014-09-26,55,2000,0.0015,-0.0015,0.0015,-1846.06196,-0.9162907318741551,55,3,0
172,KL-W12,Perciformes,Epinephelidae,Cephalopholis cruentata,graysby,6,42.62977,1,Continuous,45,2,21.16,1,demersal,solitary,33,neutral,1,carnivore,fusiform,2014-09-26,153.93804,55,0,2014-09-26,55,2000,0.0015,-0.0015,0.0015,-1846.06196,-0.9162907318741551,55,3,0
172,KL-W12,Perciformes,Lutjanidae,Lutjanus analis,mutton snapper,6,42.62977,1,Continuous,45,2,21.16,0,demersal,solitary,94,silvering,0,invertivore,fusiform,2014-09-26,153.93804,55,0,2014-09-26,55,2000,5e-4,-5e-4,5e-4,-1846.06196,-0.4054651081081646,55,1,0
172,KL-W12,Perciformes,Epinephelidae,Epinephelus guttatus,red hind,6,42.62977,1,Continuous,45,2,21.16,0,demersal,solitary,76,neutral,1,invertivore,fusiform,2014-09-26,153.93804,55,0,2014-09-26,55,2000,5e-4,-5e-4,5e-4,-1846.06196,-0.4054651081081646,55,1,0
172,KL-W12,Perciformes,Epinephelidae,Cephalopholis fulva,coney,5,22.657,1,Continuous,45,2,21.16,1,demersal,solitary,41,neutral,1,carnivore,fusiform,2014-09-26,153.93804,55,0.006496120127292773,2014-09-26,55,2000,0,0.006496120127292773,0.006496120127292773,-1846.06196,2.0143855703270273,55,0,1
172,KL-W12,Perciformes,Epinephelidae,Cephalopholis cruentata,graysby,4,16.60974,1,Continuous,45,2,21.16,1,demersal,solitary,33,neutral,1,carnivore,fusiform,2014-09-26,153.93804,55,0.006496120127292773,2014-09-26,55,2000,0,0.006496120127292773,0.006496120127292773,-1846.06196,2.0143855703270273,55,0,1
173,KL-W13,Perciformes,Epinephelidae,Mycteroperca bonaci,black grouper,6,42.62977,1,Continuous,25,5,122,0,demersal,solitary,152,neutral,0,carnivore,fusiform,2014-09-26,153.93804,52,0,2014-09-26,50,2000,5e-4,-5e-4,5e-4,-1846.06196,-0.4054651081081646,51,1,0
173,KL-W13,Perciformes,Epinephelidae,Cephalopholis cruentata,graysby,4,16.60974,1,Continuous,25,5,122,1,demersal,solitary,33,neutral,1,carnivore,fusiform,2014-09-26,153.93804,52,0.006496120127292773,2014-09-26,50,2000,0.002,0.004496120127292773,0.008496120127292773,-1846.06196,0.9157732816589181,51,4,1
173,KL-W13,Perciformes,Epinephelidae,Cephalopholis cruentata,graysby,5,22.657,1,Continuous,25,5,122,1,demersal,solitary,33,neutral,1,carnivore,fusiform,2014-09-26,153.93804,52,0.006496120127292773,2014-09-26,50,2000,0.0035,0.002996120127292773,0.009996120127292773,-1846.06196,0.5103081735507535,51,7,1
173,KL-W13,Perciformes,Lutjanidae,Lutjanus analis,mutton snapper,6,42.62977,1,Continuous,25,5,122,0,demersal,solitary,94,silvering,0,invertivore,fusiform,2014-09-26,153.93804,52,0.006496120127292773,2014-09-26,50,2000,5e-4,0.005996120127292772,0.006996120127292773,-1846.06196,1.6089204622188626,51,1,1
173,KL-W13,Perciformes,Epinephelidae,Epinephelus guttatus,red hind,5,22.657,1,Continuous,25,5,122,0,demersal,solitary,76,neutral,1,invertivore,fusiform,2014-09-26,153.93804,52,0,2014-09-26,50,2000,5e-4,-5e-4,5e-4,-1846.06196,-0.4054651081081646,51,1,0
173,KL-W13,Anguilliformes,Muraenidae,Gymnothorax moringa,spotted moray,6,42.62977,1,Continuous,25,5,122,0,benthic,solitary,200,camouflage,1,carnivore,anguilliform,2014-09-26,153.93804,52,0,2014-09-26,50,2000,0.0015,-0.0015,0.0015,-1846.06196,-0.9162907318741551,51,3,0
173,KL-W13,Perciformes,Epinephelidae,Epinephelus morio,red grouper,6,42.62977,1,Continuous,25,5,122,0,demersal,solitary,125,neutral,0,carnivore,fusiform,2014-09-26,153.93804,52,0.006496120127292773,2014-09-26,50,2000,0,0.006496120127292773,0.006496120127292773,-1846.06196,2.0143855703270273,51,0,1
174,FKSP1,Anguilliformes,Muraenidae,Gymnothorax funebris,green moray,6,42.62977,1,Patch,0,15,64.8,1,demersal,solitary,250,neutral,1,carnivore,anguilliform,2014-09-28,28.27433388,15,0,2014-09-28,15,648,0.0015432098765432098,-0.0015432098765432098,0.0015432098765432098,-619.72566612,-0.9334270141171421,15,1,0
174,FKSP1,Perciformes,Epinephelidae,Epinephelus striatus,nassau grouper,6,42.62977,1,Patch,0,15,64.8,0,demersal,solitary,100,neutral,0,carnivore,fusiform,2014-09-28,28.27433388,15,0,2014-09-28,15,648,0.0015432098765432098,-0.0015432098765432098,0.0015432098765432098,-619.72566612,-0.9334270141171421,15,1,0
175,Ten 2A,Perciformes,Epinephelidae,Mycteroperca microlepis,gag grouper,6,42.62977,1,Continuous,20,5,30.84615384615385,0,demersal,solitary,145,neutral,1,carnivore,fusiform,2014-09-28,153.93804,33,0,2014-09-28,32,2000,5e-4,-5e-4,5e-4,-1846.06196,-0.4054651081081646,32.5,1,0
175,Ten 2A,Perciformes,Epinephelidae,Cephalopholis cruentata,graysby,4,16.60974,1,Continuous,20,5,30.84615384615385,1,demersal,solitary,33,neutral,1,carnivore,fusiform,2014-09-28,153.93804,33,0.012992240254585546,2014-09-28,32,2000,0.0035,0.009492240254585546,0.016492240254585545,-1846.06196,1.1344255116463504,32.5,7,2
175,Ten 2A,Perciformes,Epinephelidae,Cephalopholis cruentata,graysby,5,22.657,1,Continuous,20,5,30.84615384615385,1,demersal,solitary,33,neutral,1,carnivore,fusiform,2014-09-28,153.93804,33,0,2014-09-28,32,2000,0.001,-0.001,0.001,-1846.06196,-0.6931471805599454,32.5,2,0
175,Ten 2A,Perciformes,Epinephelidae,Cephalopholis cruentata,graysby,6,42.62977,1,Continuous,20,5,30.84615384615385,1,demersal,solitary,33,neutral,1,carnivore,fusiform,2014-09-28,153.93804,33,0,2014-09-28,32,2000,0.0015,-0.0015,0.0015,-1846.06196,-0.9162907318741551,32.5,3,0
175,Ten 2A,Scorpaeniformes,Scorpaenidae,Pterois volitans,lionfish,6,42.62977,1,Continuous,20,5,30.84615384615385,1,demersal,solitary,45.7,neutral,1,carnivore,fusiform,2014-09-28,153.93804,33,0,2014-09-28,32,2000,5e-4,-5e-4,5e-4,-1846.06196,-0.4054651081081646,32.5,1,0
175,Ten 2A,Perciformes,Epinephelidae,Epinephelus striatus,nassau grouper,6,42.62977,1,Continuous,20,5,30.84615384615385,0,demersal,solitary,100,neutral,0,carnivore,fusiform,2014-09-28,153.93804,33,0,2014-09-28,32,2000,5e-4,-5e-4,5e-4,-1846.06196,-0.4054651081081646,32.5,1,0
175,Ten 2A,Perciformes,Epinephelidae,Epinephelus morio,red grouper,6,42.62977,1,Continuous,20,5,30.84615384615385,0,demersal,solitary,125,neutral,0,carnivore,fusiform,2014-09-28,153.93804,33,0,2014-09-28,32,2000,5e-4,-5e-4,5e-4,-1846.06196,-0.4054651081081646,32.5,1,0
175,Ten 2A,Anguilliformes,Muraenidae,Gymnothorax moringa,spotted moray,6,42.62977,1,Continuous,20,5,30.84615384615385,0,benthic,solitary,200,camouflage,1,carnivore,anguilliform,2014-09-28,153.93804,33,0,2014-09-28,32,2000,0.001,-0.001,0.001,-1846.06196,-0.6931471805599454,32.5,2,0
176,Ten 3A,Perciformes,Epinephelidae,Mycteroperca microlepis,gag grouper,6,42.62977,1,Continuous,45,5,46.84615384615385,0,demersal,solitary,145,neutral,1,carnivore,fusiform,2014-09-28,153.93804,33,0,2014-09-28,33.5,2000,5e-4,-5e-4,5e-4,-1846.06196,-0.4054651081081646,33.25,1,0
176,Ten 3A,Perciformes,Epinephelidae,Cephalopholis cruentata,graysby,4,16.60974,1,Continuous,45,5,46.84615384615385,1,demersal,solitary,33,neutral,1,carnivore,fusiform,2014-09-28,153.93804,33,0.006496120127292773,2014-09-28,33.5,2000,0.0025,0.003996120127292772,0.008996120127292773,-1846.06196,0.7616226018316592,33.25,5,1
176,Ten 3A,Perciformes,Epinephelidae,Cephalopholis cruentata,graysby,5,22.657,1,Continuous,45,5,46.84615384615385,1,demersal,solitary,33,neutral,1,carnivore,fusiform,2014-09-28,153.93804,33,0,2014-09-28,33.5,2000,0.002,-0.002,0.002,-1846.06196,-1.0986122886681091,33.25,4,0
176,Ten 3A,Perciformes,Epinephelidae,Cephalopholis cruentata,graysby,6,42.62977,1,Continuous,45,5,46.84615384615385,1,demersal,solitary,33,neutral,1,carnivore,fusiform,2014-09-28,153.93804,33,0,2014-09-28,33.5,2000,0.0015,-0.0015,0.0015,-1846.06196,-0.9162907318741551,33.25,3,0
176,Ten 3A,Perciformes,Epinephelidae,Epinephelus striatus,nassau grouper,6,42.62977,1,Continuous,45,5,46.84615384615385,0,demersal,solitary,100,neutral,0,carnivore,fusiform,2014-09-28,153.93804,33,0,2014-09-28,33.5,2000,0.001,-0.001,0.001,-1846.06196,-0.6931471805599454,33.25,2,0
176,Ten 3A,Anguilliformes,Muraenidae,Gymnothorax moringa,spotted moray,6,42.62977,1,Continuous,45,5,46.84615384615385,0,benthic,solitary,200,camouflage,1,carnivore,anguilliform,2014-09-28,153.93804,33,0,2014-09-28,33.5,2000,5e-4,-5e-4,5e-4,-1846.06196,-0.4054651081081646,33.25,1,0
177,Ten 5A,Perciformes,Epinephelidae,Mycteroperca microlepis,gag grouper,6,42.62977,1,Continuous,20,3,21.115384615384617,0,demersal,solitary,145,neutral,1,carnivore,fusiform,2014-09-28,153.93804,34,0,2014-09-28,32,2000,5e-4,-5e-4,5e-4,-1846.06196,-0.4054651081081646,33,1,0
177,Ten 5A,Anguilliformes,Muraenidae,Gymnothorax moringa,spotted moray,6,42.62977,1,Continuous,20,3,21.115384615384617,0,benthic,solitary,200,camouflage,1,carnivore,anguilliform,2014-09-28,153.93804,34,0,2014-09-28,32,2000,0.001,-0.001,0.001,-1846.06196,-0.6931471805599454,33,2,0
177,Ten 5A,Perciformes,Epinephelidae,Mycteroperca bonaci,black grouper,6,42.62977,1,Continuous,20,3,21.115384615384617,0,demersal,solitary,152,neutral,0,carnivore,fusiform,2014-09-28,153.93804,34,0.006496120127292773,2014-09-28,32,2000,0,0.006496120127292773,0.006496120127292773,-1846.06196,2.0143855703270273,33,0,1
